"","rt","est","resp","laten","good","acu","seq","subN"
"6463",600.9,11,2,219650.8,1,1,1,22
"6464",412.6,11,2,223093.1,1,1,2,22
"6465",475,11,1,226551.9,1,1,3,22
"6466",459.8,11,2,229129.4,1,1,4,22
"6467",363.5,11,3,232871,1,1,5,22
"6468",441.9,11,2,236496.1,1,1,6,22
"6469",889.3,12,3,238741,1,0,1,22
"6470",801.3,12,3,241800.8,1,1,2,22
"6471",679.5,12,2,243945.9,1,0,3,22
"6472",1010.8,12,2,246107.7,1,0,4,22
"6473",484.5,11,2,248585.4,1,1,1,22
"6474",421.1,11,3,250963.4,1,1,2,22
"6475",460.6,11,3,254638.4,1,1,3,22
"6476",396.6,11,1,258463.1,1,1,4,22
"6477",752.5,12,2,261539.4,1,1,1,22
"6478",626.5,12,1,265197.8,1,1,2,22
"6479",739.9,12,2,267974.9,1,1,3,22
"6480",574.9,12,3,271516.9,1,1,4,22
"6481",616.3,12,3,274676.4,1,0,5,22
"6482",602,12,1,277686.3,1,1,6,22
"6483",609.5,12,2,280263.8,1,1,7,22
"6484",724.7,12,3,283739.2,1,1,8,22
"6485",563.9,11,1,287114.9,1,1,1,22
"6486",446.9,11,2,289077.2,1,1,2,22
"6487",405.3,11,2,292669,1,1,3,22
"6488",775,12,1,294980.5,1,0,1,22
"6489",1172.4,12,3,297990.3,1,0,2,22
"6490",682.1,12,2,301016.8,1,1,3,22
"6491",398.3,12,2,303893.6,1,1,4,22
"6492",746.7,12,3,306271.6,1,1,5,22
"6493",582.7,11,2,308915.6,1,1,1,22
"6494",520.5,11,2,312324.6,1,1,2,22
"6495",417.2,11,1,314735.8,1,1,3,22
"6496",370.1,11,3,318128.1,1,1,4,22
"6497",428.4,11,2,321420.7,1,1,5,22
"6498",395.6,11,1,323549.2,1,1,6,22
"6499",433.9,11,3,327257.5,1,1,7,22
"6500",641.5,12,3,330500.1,1,1,1,22
"6501",673.5,12,2,332861.4,1,1,2,22
"6502",551.8,12,3,336303.7,1,1,3,22
"6503",617.1,12,2,339413.3,1,1,4,22
"6504",904.9,12,2,341907.7,1,0,5,22
"6505",681.9,12,2,344584.9,1,1,6,22
"6506",463.7,11,3,347677.9,1,1,1,22
"6507",420.3,11,3,350870.7,1,1,2,22
"6508",505.3,11,1,352999.3,1,1,3,22
"6509",442.8,11,3,356591.1,1,1,4,22
"6510",1042.5,12,3,360316,1,0,1,22
"6511",723.5,12,1,364040.9,1,1,2,22
"6512",773.7,12,2,366435.5,1,1,3,22
"6513",664.2,12,2,369096.2,1,1,4,22
"6514",617.1,12,1,372438.6,1,1,5,22
"6515",691.2,12,3,374866.4,1,1,6,22
"6516",519.3,11,1,377443.9,1,1,1,22
"6517",447,11,1,380237.6,1,1,2,22
"6518",460,11,3,382515.8,1,1,3,22
"6519",465.1,11,3,384910.4,1,1,4,22
"6520",410.2,11,1,387255.1,1,1,5,22
"6521",462.3,11,1,390963.4,1,1,6,22
"6522",454,11,3,394272.6,1,1,7,22
"6523",419.9,11,2,396900,1,1,8,22
"6524",716.7,12,1,399627.1,1,1,1,22
"6525",649.1,12,3,403401.9,1,1,2,22
"6526",903.2,12,1,407176.7,1,0,3,22
"6527",820.7,12,2,409970.4,1,0,4,22
"6528",681.5,12,2,412980.2,1,1,5,22
"6529",1101.2,12,3,415757.3,1,0,6,22
"6530",968.5,12,1,418534.3,1,0,7,22
"6531",689.8,11,1,422043.1,1,1,1,22
"6532",407.2,11,3,424371.1,1,1,2,22
"6533",480.9,11,2,426266.9,1,1,3,22
"6534",401.1,11,3,429941.9,1,1,4,22
"6535",456.8,11,1,433616.9,1,1,5,22
"6536",1144.6,12,1,436294.2,1,0,1,22
"6537",651.8,12,1,439952.6,1,1,2,22
"6538",684.3,12,3,443660.8,1,1,3,22
"6539",589.3,11,2,446437.9,1,1,1,22
"6540",421.7,11,1,450246,1,1,2,22
"6541",459.4,11,2,452856.7,1,1,3,22
"6542",427.5,11,2,454952,1,1,4,22
"6543",365.2,11,2,457113.8,1,1,5,22
"6544",415.3,11,2,459541.6,1,1,6,22
"6545",364.8,11,2,463183.4,1,1,7,22
"6546",393.8,11,2,466276.4,1,1,8,22
"6547",714.1,12,3,469036.8,1,1,1,22
"6548",615.5,12,1,472030,1,1,2,22
"6549",660.7,12,2,475023.2,1,1,3,22
"6550",620.4,12,2,478698.3,1,1,4,22
"6551",578,12,2,482256.9,1,1,5,22
"6552",750.1,12,2,485749,1,1,6,22
"6553",533.7,11,1,488160.2,1,1,1,22
"6554",382.7,11,3,491951.6,1,1,2,22
"6555",398,11,2,494678.8,1,1,3,22
"6556",484.6,11,1,497422.6,1,1,4,22
"6557",457.2,11,3,500299.4,1,1,5,22
"6558",1024.7,12,3,503658.5,1,0,1,22
"6559",624.8,12,1,506019.8,1,1,2,22
"6560",738.4,12,2,509179.3,1,1,3,22
"6561",451.8,11,1,513037.3,1,1,1,22
"6562",424.5,11,1,516762.2,1,1,2,22
"6563",349.8,11,1,520320.8,1,1,3,22
"6564",414.9,11,2,522482.6,1,1,4,22
"6565",797,12,2,525359.4,1,1,1,22
"6566",645.7,12,1,527571.1,1,1,2,22
"6567",803.7,12,3,530614.2,1,1,3,22
"6568",681.1,12,3,533624,1,1,4,22
"6569",656.5,12,2,536434.3,1,1,5,22
"6570",659.8,12,2,539560.6,1,1,6,22
"6571",537.6,12,1,541589.3,1,1,7,22
"6572",493.6,11,3,544998.3,1,1,1,22
"6573",455.5,11,3,548523.7,1,1,2,22
"6574",422.1,11,1,550552.4,1,1,3,22
"6575",385.4,11,2,552697.6,1,1,4,22
"6576",667.1,11,2,554876,1,1,5,22
"6577",379.6,11,2,557071,1,1,6,22
"6578",400.1,11,2,560463.3,1,1,7,22
"6579",732.1,12,3,563074.1,1,1,1,22
"6580",501.3,12,1,566749.1,1,1,2,22
"6581",749.4,12,2,568877.6,1,0,3,22
"6582",588.4,11,2,570839.9,1,1,1,22
"6583",447.6,11,3,573866.3,1,1,2,22
"6584",498.8,11,3,577574.6,1,1,3,22
"6585",419.7,11,3,579952.6,1,1,4,22
"6586",433,11,2,582895.9,1,1,5,22
"6587",420.7,11,3,585057.7,1,1,6,22
"6588",1030,12,1,587036.6,1,0,1,22
"6589",634.2,12,2,590844.6,1,1,2,22
"6590",746.5,12,2,594636,1,1,3,22
"6591",703.6,12,1,598045,1,1,4,22
"6592",400.1,11,2,600822,1,1,1,22
"6593",500.8,11,1,603632.4,1,1,2,22
"6594",421.1,11,1,607224.2,1,1,3,22
"6595",439,11,2,611082.2,1,1,4,22
"6596",454.2,11,3,614923.5,1,1,5,22
"6597",438.3,11,2,617052,1,1,6,22
"6598",431.6,11,1,619396.7,1,1,7,22
"6599",407.4,11,1,622107.2,1,1,8,22
"6600",780.1,12,2,624086.1,1,1,1,22
"6601",659.4,12,2,627844.3,1,0,2,22
"6602",679.7,12,2,630355.2,1,1,3,22
"6603",615.2,12,1,633614.5,1,1,4,22
"6604",717.7,12,3,636574.5,1,1,5,22
"6605",468.3,11,1,640266.2,1,1,1,22
"6606",548.3,11,2,642893.5,1,1,2,22
"6607",388.6,11,1,646136.2,1,1,3,22
"6608",383.6,11,1,648780.2,1,1,4,22
"6609",493.3,11,2,652588.3,1,1,5,22
"6610",445.7,11,3,654816.6,1,1,6,22
"6611",386.5,11,1,657876.3,1,1,7,22
"6612",420.9,11,3,661202.1,1,1,8,22
"6613",861.1,12,1,663447.1,1,0,1,22
"6614",699.2,12,3,666007.9,1,1,2,22
"6615",754.1,12,3,668119.8,1,1,3,22
"6616",568.1,12,1,670946.8,1,1,4,22
"6617",626.5,12,3,673208.3,1,1,5,22
"6618",607.7,12,1,675686.1,1,1,6,22
"6619",845.9,12,3,678313.4,1,0,7,22
"6620",606.1,11,3,681905.3,1,1,1,22
"6621",467.1,11,3,683950.7,1,1,2,22
"6622",420.3,11,3,687625.7,1,1,3,22
"6623",446.9,11,2,690153.3,1,1,4,22
"6624",746.1,12,1,692830.6,1,0,1,22
"6625",782.5,12,1,695175.3,1,1,2,22
"6626",652.8,12,3,698817.1,1,1,3,22
"6627",763.8,12,1,701228.3,1,1,4,22
"6628",743.1,12,3,704354.5,1,1,5,22
"6629",913.4,12,1,707663.7,1,0,6,22
"6630",664,11,1,710141.5,1,1,1,22
"6631",483.2,11,3,713367.5,1,1,2,22
"6632",519.5,11,1,716959.4,1,1,3,22
"6633",968.4,12,3,720800.7,1,0,1,22
"6634",869,12,2,723511.2,1,0,2,22
"6635",639,12,2,727136.3,1,1,3,22
"6636",613.3,12,2,729664,1,1,4,22
"6637",805.7,12,2,732174.9,1,1,5,22
"6638",470.5,11,1,735750.2,1,1,1,22
"6639",468.7,11,3,738394.2,1,1,2,22
"6640",462.7,11,1,741420.7,1,1,3,22
"6641",441.2,11,2,744879.5,1,1,4,22
"6642",373.1,11,1,748122.2,1,1,5,22
"6643",438.7,11,1,751065.6,1,1,6,22
"6644",846.4,12,2,752994.5,1,1,1,22
"6645",772.2,12,3,756253.8,1,1,2,22
"6646",580.2,12,2,759795.8,1,1,3,22
"6647",820.4,12,3,762988.6,1,1,4,22
"6648",526.8,11,2,765732.4,1,1,1,22
"6649",454.3,11,1,767993.9,1,1,2,22
"6650",395.8,11,3,770754.4,1,1,3,22
"6651",897.6,12,1,773065.8,1,0,1,22
"6652",744.4,12,1,776724.2,1,1,2,22
"6653",638,12,2,779152,1,1,3,22
"6654",960.2,12,3,782610.9,1,0,4,22
"6655",748.9,12,3,784855.8,1,1,5,22
"6656",611.8,12,1,788730.4,1,1,6,22
"6657",626.5,12,3,791524,1,1,7,22
"6658",657.5,12,2,794883.1,1,1,8,22
"6659",521.9,11,2,797909.6,1,1,1,22
"6660",467.8,11,2,801451.6,1,1,2,22
"6661",454.6,11,1,804760.8,1,1,3,22
"6662",415.4,11,3,807820.5,1,1,4,22
"6663",459.1,11,3,811329.2,1,1,5,22
"6664",367.5,11,1,813690.6,1,1,6,22
"6665",432.2,11,3,816600.7,1,1,7,22
"6666",874,12,3,819593.9,1,0,1,22
"6667",548.4,12,1,822387.6,1,1,2,22
"6668",589.1,12,2,825863,1,1,3,22
"6669",658.9,12,1,828956,1,1,4,22
"6670",634.4,12,2,832414.9,1,1,5,22
"6671",495.9,11,3,834992.4,1,1,1,22
"6672",414.4,11,3,838501.1,1,1,2,22
"6673",375,11,1,841560.9,1,1,3,22
"6674",416.7,11,1,844105.1,1,1,4,22
"6675",402.2,11,1,847763.5,1,1,5,22
"6676",659.9,12,1,849825.5,1,1,1,22
"6677",616.5,12,2,852569.3,1,1,2,22
"6678",676.3,12,3,856094.7,1,1,3,22
"6679",651.3,12,1,858073.5,1,1,4,22
"6680",459.9,11,2,860551.3,1,1,1,22
"6681",467.1,11,2,864309.4,1,1,2,22
"6682",434,11,1,868117.5,1,1,3,22
"6683",420.2,11,2,870761.5,1,1,4,22
"6684",405.5,11,2,873455.4,1,1,5,22
"6685",387.8,11,2,877130.4,1,1,6,22
"6686",742,12,1,880190.2,1,1,1,22
"6687",478,12,1,883432.8,1,1,2,22
"6688",763.7,12,3,885727.6,1,1,3,22
"6689",521.7,11,2,887872.8,1,1,1,22
"6690",436.1,11,1,891032.3,1,1,2,22
"6691",404.6,11,3,892977.9,1,1,3,22
"6692",386.9,11,1,895289.3,1,1,4,22
"6693",421.4,11,1,898498.8,1,1,5,22
"6694",381.2,11,3,901508.6,1,1,6,22
"6695",389.3,11,1,904734.6,1,1,7,22
"6696",710.8,12,1,907777.8,1,1,1,22
"6697",537.4,12,1,910521.6,1,1,2,22
"6698",520.1,12,3,913531.4,1,0,3,22
"6699",715.2,12,1,917139.9,1,0,4,22
"6700",652.4,12,3,919917,1,1,5,22
"6701",835.8,12,2,922810.4,1,1,6,22
"6702",838.2,12,1,925254.9,1,1,7,22
"6703",694.7,12,1,928464.3,1,1,8,22
"6704",672.6,11,1,171534.2,1,1,1,23
"6705",429.7,11,1,173831.7,1,1,2,23
"6706",434.5,11,3,175396.8,1,1,3,23
"6707",395.7,11,2,177244.8,1,1,4,23
"6708",488.7,11,3,180158.4,1,1,5,23
"6709",743.1,12,2,181507,1,1,1,23
"6710",859,12,2,182921.7,1,1,2,23
"6711",660.3,12,2,185785.8,1,1,3,23
"6712",584.7,12,2,187334.1,1,1,4,23
"6713",718.1,12,3,189182.2,1,1,5,23
"6714",622.9,12,2,192045.8,1,1,6,23
"6715",559.2,11,3,193860.6,1,1,1,23
"6716",474.4,11,1,195408.9,1,1,2,23
"6717",402.1,11,1,198006.2,1,1,3,23
"6718",444.6,11,2,200886.5,1,1,4,23
"6719",827.6,12,2,202884.4,1,1,1,23
"6720",778.1,12,3,204382.8,1,1,2,23
"6721",753.2,12,1,205781.3,1,1,3,23
"6722",561.6,12,3,207562.7,1,1,4,23
"6723",709.3,12,2,210459.7,1,1,5,23
"6724",675.3,12,3,212391,1,1,6,23
"6725",592.3,12,2,214139.1,1,1,7,23
"6726",447.1,11,1,216203.6,1,1,1,23
"6727",438.2,11,1,217635.4,1,1,2,23
"6728",574.8,11,3,220216,1,1,3,23
"6729",524,12,2,222254.3,1,1,1,23
"6730",453.9,12,2,224261.8,1,1,2,23
"6731",440.6,11,2,227208.6,1,1,1,23
"6732",389.1,11,3,228856.9,1,1,2,23
"6733",381.2,11,2,230471.9,1,1,3,23
"6734",408.5,11,1,232819.4,1,1,4,23
"6735",390.9,11,2,235083.7,1,1,5,23
"6736",343.4,11,2,237797.4,1,1,6,23
"6737",379,11,1,239795.3,1,1,7,23
"6738",348.6,11,1,242609,1,1,8,23
"6739",332,11,2,244557,1,1,1,23
"6740",414.7,11,1,246504.9,1,1,2,23
"6741",356.8,11,2,248486.1,1,1,3,23
"6742",313.2,11,1,251016.8,1,1,4,23
"6743",379.8,11,3,253963.7,1,1,5,23
"6744",336,11,2,256178,1,1,1,23
"6745",375,11,3,257643.1,1,1,2,23
"6746",331.6,11,1,259291.4,1,1,3,23
"6747",355.5,11,2,261389.2,1,1,4,23
"6748",406.3,11,1,264036.4,1,1,5,23
"6749",363,11,1,266533.7,1,1,6,23
"6750",330.5,11,1,268481.6,1,1,7,23
"6751",565.7,12,3,269996.7,1,0,1,23
"6752",796.4,12,2,272943.6,1,1,2,23
"6753",604.5,12,2,275923.8,1,1,3,23
"6754",664.5,12,2,278554.3,1,1,4,23
"6755",535.4,12,2,279902.9,1,1,5,23
"6756",382.1,12,2,282050.7,1,1,6,23
"6757",535.3,12,2,283715.6,1,1,7,23
"6758",504.9,12,2,285946.5,1,0,8,23
"6759",441.4,11,1,288793.5,1,1,1,23
"6760",509.4,11,3,291524,1,1,2,23
"6761",408.4,11,3,293288.8,1,1,3,23
"6762",505.2,12,3,295603,1,1,1,23
"6763",683.8,12,2,297151.4,1,1,2,23
"6764",1019.8,12,3,299815.2,1,1,3,23
"6765",658,12,1,301946.3,1,1,4,23
"6766",637.4,12,1,304760,1,1,5,23
"6767",552.9,12,2,307706.9,1,1,6,23
"6768",393.4,11,2,310370.7,1,1,1,23
"6769",384,11,2,312635,1,1,2,23
"6770",847.1,12,2,314233.3,1,1,1,23
"6771",604.6,12,1,316564.2,1,1,2,23
"6772",585.5,12,3,319561,1,1,3,23
"6773",663.4,12,1,321392.4,1,1,4,23
"6774",481,11,1,322741,1,1,1,23
"6775",359.1,11,1,324622.3,1,1,2,23
"6776",468.3,11,2,326470.4,1,1,3,23
"6777",367.5,11,2,327818.9,1,1,4,23
"6778",418.1,11,1,329866.8,1,1,5,23
"6779",349.4,11,1,332314.2,1,1,6,23
"6780",805.5,12,2,334445.3,1,1,1,23
"6781",625.2,12,3,336459.8,1,1,2,23
"6782",891.4,12,2,339323.4,1,1,3,23
"6783",468.3,11,3,341404.6,1,1,1,23
"6784",367.8,11,3,343768.7,1,1,2,23
"6785",402.3,11,1,345400.3,1,1,3,23
"6786",387.6,11,3,347564.7,1,1,4,23
"6787",763.8,12,1,350378.4,1,1,1,23
"6788",411.6,12,1,351776.9,1,1,2,23
"6789",309.4,12,1,353125.5,1,1,3,23
"6790",592.7,12,2,355406.4,1,0,4,23
"6791",1027.3,12,2,356938.1,1,1,5,23
"6792",782.7,12,2,358636.4,1,1,6,23
"6793",692.6,12,2,360151.4,1,1,7,23
"6794",722.2,12,3,361882.9,1,1,1,23
"6795",782.7,12,3,364646.7,1,1,2,23
"6796",575.2,12,1,366411.5,1,1,3,23
"6797",684.5,12,1,368942.1,1,1,4,23
"6798",1436.5,12,1,370790.2,1,1,5,23
"6799",1105.7,12,1,372338.5,1,1,6,23
"6800",751.7,12,3,374419.7,1,1,7,23
"6801",496.3,12,3,377066.9,1,1,8,23
"6802",408.4,11,1,379947.2,1,1,1,23
"6803",345.5,11,1,381878.5,1,1,2,23
"6804",648.5,11,3,384825.3,1,1,3,23
"6805",393.7,11,2,387222.8,1,1,4,23
"6806",384.8,11,3,390236.3,1,1,5,23
"6807",626.5,12,1,393216.5,1,1,1,23
"6808",373.8,12,1,395797.1,1,1,2,23
"6809",389.5,11,1,397661.8,1,1,1,23
"6810",422,11,2,400025.9,1,1,2,23
"6811",719.6,12,2,402090.4,1,1,1,23
"6812",617.6,12,1,405053.9,1,1,2,23
"6813",585.2,12,2,407201.7,1,1,3,23
"6814",397.9,11,3,408983.1,1,1,1,23
"6815",424.2,11,3,410747.9,1,1,2,23
"6816",389.7,11,3,413112.1,1,1,3,23
"6817",415.6,11,1,414810.3,1,1,4,23
"6818",389,11,2,416891.4,1,1,5,23
"6819",393.7,11,1,418939.3,1,1,6,23
"6820",420.7,11,3,421037,1,1,7,23
"6821",670.9,12,2,422918.4,1,1,1,23
"6822",541.6,12,2,425698.8,1,1,2,23
"6823",702.5,12,1,427879.8,1,1,3,23
"6824",514.1,12,3,430027.5,1,1,4,23
"6825",648.5,12,2,432641.4,1,1,5,23
"6826",419.6,11,3,434905.7,1,1,1,23
"6827",369.3,11,1,436770.4,1,1,2,23
"6828",357.4,11,2,439151.2,1,1,3,23
"6829",350.5,11,2,441365.6,1,1,4,23
"6830",366.3,11,3,444046.1,1,1,5,23
"6831",345.1,11,2,446992.9,1,1,6,23
"6832",399.7,12,1,448641.2,1,0,1,23
"6833",831.5,12,2,450938.8,1,1,2,23
"6834",557.5,12,2,453419.5,1,1,3,23
"6835",756.9,12,1,456116.6,1,1,4,23
"6836",636.3,12,3,457565.1,1,1,1,23
"6837",362.5,12,3,459263.3,1,0,2,23
"6838",1066.2,12,1,461843.9,1,1,3,23
"6839",822.5,12,3,463758.6,1,1,4,23
"6840",644.8,12,2,466156,1,1,5,23
"6841",1047.3,12,2,468636.7,1,1,6,23
"6842",560.2,12,2,471034.2,1,1,7,23
"6843",971.8,12,2,472732.4,1,1,8,23
"6844",401.4,11,1,474630.4,1,1,1,23
"6845",325.5,11,1,476028.9,1,1,2,23
"6846",304.9,11,1,478026.8,1,1,3,23
"6847",411.6,11,2,480740.6,1,1,4,23
"6848",381.7,11,2,482488.7,1,1,5,23
"6849",353.3,11,2,484003.8,1,1,6,23
"6850",358.1,11,1,486601.1,1,1,7,23
"6851",413,12,2,488515.7,1,1,1,23
"6852",659.4,12,2,490047.4,1,1,2,23
"6853",606.9,12,1,491462.6,1,1,3,23
"6854",370.1,12,2,494043.2,1,0,4,23
"6855",422.9,11,2,496324.1,1,1,1,23
"6856",410.5,11,2,498455.2,1,1,2,23
"6857",390.2,11,3,500602.9,1,1,3,23
"6858",377.3,11,2,503300.1,1,1,4,23
"6859",348.3,11,1,505314.6,1,1,5,23
"6860",367,11,2,507945.2,1,1,6,23
"6861",454,12,3,509377,1,0,1,23
"6862",686.7,12,1,510825.4,1,0,2,23
"6863",671.8,12,3,512939.9,1,1,3,23
"6864",386.2,11,1,514638.1,1,1,1,23
"6865",418.4,11,2,516619.3,1,1,2,23
"6866",361,11,2,519299.8,1,1,3,23
"6867",574.7,11,3,522146.8,1,1,4,23
"6868",375.7,11,3,524361.1,1,1,5,23
"6869",330.9,11,3,527274.7,1,1,6,23
"6870",399,11,2,530188.3,1,1,7,23
"6871",352.5,11,2,533002,1,1,8,23
"6872",661.2,12,1,534750.2,1,1,1,23
"6873",815.3,12,2,536964.5,1,1,2,23
"6874",490.3,12,3,539495.1,1,1,3,23
"6875",341.6,12,3,540943.6,1,0,4,23
"6876",1242,12,3,543291.1,1,1,5,23
"6877",755.4,12,2,544689.7,1,1,1,23
"6878",500.1,12,2,546687.5,1,1,2,23
"6879",395.9,11,1,549035.1,1,1,1,23
"6880",278.9,11,1,551549.1,1,1,2,23
"6881",364.4,11,2,554296.1,1,1,3,23
"6882",333.6,11,2,556060.9,1,1,4,23
"6883",443.8,11,2,558108.8,1,1,5,23
"6884",463.1,11,3,559490.7,1,1,6,23
"6885",693.1,12,1,561089,1,1,1,23
"6886",723.6,12,3,562537.4,1,1,2,23
"6887",666,12,2,565084.8,1,1,3,23
"6888",887.7,12,1,567965,1,1,4,23
"6889",397.5,11,1,569696.5,1,1,1,23
"6890",359.7,11,2,571544.6,1,1,2,23
"6891",365.9,11,2,574424.9,1,1,1,23
"6892",358.9,11,2,576755.7,1,1,2,23
"6893",346.9,11,2,579086.6,1,1,3,23
"6894",505.1,12,3,580834.8,1,0,1,23
"6895",794.2,12,3,583648.5,1,1,2,23
"6896",807.6,12,1,586478.8,1,1,3,23
"6897",673.7,12,2,588443.4,1,1,4,23
"6898",701.2,12,1,590474.6,1,1,5,23
"6899",460.9,11,1,592988.6,1,1,1,23
"6900",407.5,11,2,595752.3,1,1,2,23
"6901",633.6,11,3,598566,1,1,3,23
"6902",367.3,11,3,600730.4,1,1,4,23
"6903",380.5,11,1,602794.9,1,1,5,23
"6904",676.2,11,2,605408.8,1,1,6,23
"6905",495.2,11,2,606807.3,1,1,7,23
"6906",443.5,11,2,609654.3,1,1,8,23
"6907",735.9,12,2,611535.6,1,1,1,23
"6908",784.5,12,2,612950.8,1,1,2,23
"6909",1031.6,12,2,614515.8,1,1,3,23
"6910",707.4,12,2,616547,1,1,4,23
"6911",621.3,12,2,619061,1,1,5,23
"6912",647.1,12,2,621108.8,1,1,6,23
"6913",661.4,12,1,623323.2,1,1,7,23
"6914",430.2,11,2,626353.3,1,1,1,23
"6915",415.1,11,1,629283.5,1,1,2,23
"6916",434.6,11,3,632130.5,1,1,3,23
"6917",403.4,11,3,633728.8,1,1,4,23
"6918",403.6,11,3,635993.1,1,1,5,23
"6919",691.2,12,2,638790.2,1,1,1,23
"6920",712.9,12,1,640155.4,1,1,2,23
"6921",692.6,12,2,643152.2,1,1,3,23
"6922",445.5,12,2,644967,1,1,4,23
"6923",583.6,12,2,646348.8,1,1,5,23
"6924",860.8,12,3,648896.1,1,1,6,23
"6925",1102.9,12,2,650810.8,1,1,7,23
"6926",677.5,12,2,652475.7,1,1,8,23
"6927",577.7,12,1,655322.7,1,1,1,23
"6928",454.5,12,2,657337.2,1,1,2,23
"6929",582.2,11,3,659917.8,1,1,1,23
"6930",359.8,11,1,662565,1,1,2,23
"6931",288.8,11,1,665528.5,1,1,3,23
"6932",528.2,11,3,667176.8,1,1,4,23
"6933",646.1,12,1,668741.8,1,1,1,23
"6934",670.3,12,1,670323.5,1,1,2,23
"6935",387,12,1,672288.1,1,1,3,23
"6936",531.9,12,1,674535.7,1,1,4,23
"6937",886.9,12,2,675934.2,1,1,5,23
"6938",480.8,12,1,678614.7,1,1,6,23
"6939",382.1,11,1,680246.3,1,1,1,23
"6940",380.7,11,1,683010.1,1,1,2,23
"6941",519.6,11,1,684475.2,1,1,3,23
"6942",509.5,11,1,686140.1,1,1,4,23
"6943",401.4,11,2,687705.1,1,1,5,23
"6944",510.1,11,3,690152.5,1,1,6,23
"6945",424.8,11,1,692783.1,1,1,7,23
"6946",1019.2,12,2,695197.2,1,1,1,23
"6947",481.8,12,2,697544.7,1,1,2,23
"6948",676,12,2,699326.1,1,1,3,23
"6949",474.1,11,2,701307.4,1,1,1,23
"6950",602.3,11,3,702672.6,1,1,2,23
"6951",413.8,11,3,705120,1,1,3,23
"6952",421.5,11,3,706501.9,1,1,4,23
"6953",323.3,11,3,708383.2,1,1,5,23
"6954",426.5,11,1,709815.1,1,1,6,23
"6955",417.5,11,3,712828.5,1,1,7,23
"6956",753.6,12,3,714876.4,1,1,1,23
"6957",445.8,12,3,716741.1,1,1,2,23
"6958",993.6,12,2,718356,1,1,3,23
"6959",669.5,12,3,720836.7,1,1,4,23
"6960",449.2,12,3,723850.2,1,1,5,23
"6961",861.6,12,2,725998,1,1,6,23
"6962",560.2,12,1,728645.2,1,1,7,23
"6963",448.7,12,1,730776.2,1,1,8,23
"6964",378.5,11,1,733323.5,1,1,1,23
"6965",535,11,3,734822,1,1,2,23
"6966",432.7,11,2,736786.5,1,1,3,23
"6967",406.6,11,1,738667.9,1,1,4,23
"6968",319.8,11,1,741598.1,1,1,5,23
"6969",490.4,12,3,744078.8,1,0,1,23
"6970",969.4,12,2,746842.6,1,1,2,23
"6971",450.3,12,1,748923.7,1,0,3,23
"6972",716.2,12,2,751504.3,1,1,4,23
"6973",461.8,11,1,753036,1,1,1,23
"6974",450.2,11,3,754984,1,1,2,23
"6975",428.7,11,2,756748.8,1,1,1,23
"6976",366.9,11,1,759096.3,1,1,2,23
"6977",370.8,11,2,762009.9,1,1,3,23
"6978",847.8,12,2,763774.7,1,1,1,23
"6979",433.1,12,2,765156.6,1,1,2,23
"6980",834.7,12,2,767487.4,1,1,3,23
"6981",675.8,12,2,769568.6,1,1,4,23
"6982",825.3,12,3,771150.2,1,1,5,23
"6983",599.5,12,3,772748.5,1,1,6,23
"6984",541.1,12,1,774929.6,1,0,1,23
"6985",777,12,1,777693.3,1,1,2,23
"6986",873.8,12,3,779824.4,1,1,3,23
"6987",484.7,12,3,782138.6,1,0,4,23
"6988",759.2,12,2,785052.2,1,0,5,23
"6989",722.3,12,3,787399.7,1,1,6,23
"6990",789.8,12,2,788898.1,1,1,7,23
"6991",408.5,11,1,791728.5,1,1,1,23
"6992",587,11,3,794342.4,1,1,2,23
"6993",371.7,11,3,796540,1,1,3,23
"6994",624.7,12,3,799536.9,1,1,1,23
"6995",674,12,2,801967.6,1,1,2,23
"6996",429.6,11,2,804431.7,1,1,1,23
"6997",400.1,11,1,806512.8,1,1,2,23
"6998",379.1,11,1,808893.6,1,1,3,23
"6999",391.3,11,1,810258.9,1,1,4,23
"7000",418.3,11,3,813205.7,1,1,5,23
"7001",1153.4,12,2,816002.8,1,1,1,23
"7002",579.5,12,3,818500.1,1,1,2,23
"7003",686.2,12,1,820864.3,1,1,3,23
"7004",727.6,12,2,822529.2,1,1,4,23
"7005",490,11,3,824793.5,1,1,1,23
"7006",425.3,11,1,827557.3,1,1,2,23
"7007",620.1,11,3,829688.3,1,1,3,23
"7008",402.6,11,3,832685.2,1,1,4,23
"7009",393.9,11,1,835482.2,1,1,5,23
"7010",399.8,11,1,838046.2,1,1,6,23
"7011",473,11,1,839394.7,1,1,7,23
"7012",400.2,11,2,841692.3,1,1,8,23
"7013",593.1,12,1,843557,1,1,1,23
"7014",540.4,12,2,845105.4,1,1,2,23
"7015",448.8,12,3,847502.8,1,1,3,23
"7016",586.8,12,3,849733.8,1,1,4,23
"7017",635.3,12,1,851948.1,1,1,5,23
"7018",609.7,12,2,854312.3,1,1,6,23
"7019",431.1,12,3,857026.1,1,0,1,23
"7020",518,12,1,858924.1,1,0,2,23
"7021",726.9,12,2,861621.2,1,1,3,23
"7022",638.4,12,3,863302.8,1,1,4,23
"7023",571.5,12,1,865866.7,1,1,5,23
"7024",673,12,2,868580.5,1,1,6,23
"7025",445.5,11,3,871261,1,1,1,23
"7026",437.2,11,2,873708.4,1,1,2,23
"7027",379.6,11,1,876472.2,1,1,3,23
"7028",769.4,12,3,877970.6,1,1,1,23
